timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
62.700;f_11.78;21.60;0.00;5.40
62.700;f_11.87;66.36;0.00;5.84
62.700;f_10.89;104.60;0.00;-54.47
62.700;f_11.80;35.96;0.00;5.54
62.700;f_1.85;29.07;0.00;8.65
62.700;f_3.89;8.49;0.12;8.39
62.700;f_11.89;98.53;0.00;-31.85
62.700;f_10.91;-92.88;0.00;-60.18
62.700;f_11.91;-14.16;0.00;-65.43
62.700;f_12.91;11.05;0.00;-38.88
62.700;f_3.91;5.76;0.00;30.62
62.700;f_10.92;-93.04;0.00;-11.00
62.700;f_11.92;-70.59;0.00;-72.76
62.700;f_12.92;16.22;0.00;-44.75
62.700;f_3.92;-1.70;0.00;73.74
62.800;f_0.0;2.05;-0.04;6.27
62.800;f_3.87;20.63;0.00;2.19
62.800;f_12.85;8.44;0.00;-7.78
62.800;f_12.87;9.18;0.00;-22.11
62.800;f_1.89;44.85;0.00;8.82
62.800;f_1.87;36.86;0.00;8.71
62.800;f_11.88;97.88;0.00;-12.89
62.800;f_10.79;28.72;0.00;11.87
62.800;f_3.88;13.45;0.00;3.34
62.800;f_11.81;43.15;0.00;5.61
62.800;f_11.86;96.85;0.00;0.12
62.800;f_3.90;5.11;0.00;18.29
62.800;f_10.85;75.49;-0.01;8.94
62.800;f_12.84;-73.10;0.00;4.97
62.800;f_10.90;-31.33;0.00;-72.15
62.800;f_10.75;21.54;0.00;11.80
62.800;f_1.86;14.26;0.00;8.54
62.800;f_10.86;84.71;0.00;12.70
62.800;f_10.82;50.29;0.00;12.08
62.800;f_11.83;57.91;0.00;5.75
62.800;f_1.90;74.07;0.00;12.31
62.800;f_1.88;21.56;0.00;8.62
62.800;f_11.90;40.94;0.00;-64.78
62.800;f_12.90;12.65;-0.17;-30.96
62.800;f_11.85;87.02;0.00;6.32
62.800;f_10.81;43.08;0.00;12.01
62.800;f_10.78;14.39;0.00;71.74
62.800;f_12.89;12.66;0.00;-23.53
62.800;f_11.79;28.78;0.00;5.47
62.800;f_10.88;104.18;0.00;-10.03
62.800;f_12.86;8.97;0.00;-14.93
62.800;f_11.82;50.40;0.00;5.68
62.800;f_12.88;9.34;0.20;-30.27
62.800;f_10.87;101.31;0.00;6.34
62.800;f_10.83;57.65;0.00;12.15
62.800;f_11.77;15.85;0.00;4.66
62.800;f_11.84;75.92;0.00;5.97
62.800;f_10.84;65.51;0.00;12.23
62.800;f_10.80;35.90;0.00;11.94
62.800;f_11.78;21.60;0.00;5.40
62.800;f_11.87;66.25;0.00;5.84
62.800;f_10.89;104.82;0.00;-53.30
62.800;f_11.80;35.96;0.00;5.54
62.800;f_1.85;29.03;0.00;8.65
62.800;f_3.89;8.43;0.11;8.33
62.800;f_11.89;98.51;0.00;-31.08
62.800;f_10.91;-92.75;0.00;-61.02
62.800;f_11.91;-12.76;0.00;-65.31
62.800;f_12.91;10.95;0.00;-38.87
62.800;f_3.91;5.73;0.00;30.24
62.800;f_10.92;-93.04;0.00;-11.09
62.800;f_11.92;-70.50;0.00;-72.76
62.800;f_12.92;16.22;0.00;-44.75
62.800;f_3.92;-1.68;0.00;73.65
62.900;f_0.0;1.16;-0.04;6.49
62.900;f_3.87;20.63;0.00;2.19
62.900;f_12.85;8.44;0.00;-7.78
62.900;f_12.87;9.18;0.00;-22.11
62.900;f_1.89;44.77;0.00;8.82
62.900;f_1.87;36.80;0.00;8.71
62.900;f_11.88;97.86;0.00;-12.39
62.900;f_10.79;28.72;0.00;11.87
62.900;f_3.88;13.45;0.00;3.34
62.900;f_11.81;43.15;0.00;5.61
62.900;f_11.86;96.74;0.00;0.52
62.900;f_3.90;5.11;0.00;18.29
62.900;f_10.85;74.41;-0.01;8.95
62.900;f_12.84;-74.15;0.00;4.97
62.900;f_10.90;-30.14;0.00;-72.13
62.900;f_10.75;21.54;0.00;11.80
62.900;f_1.86;14.24;0.00;8.54
62.900;f_10.86;84.43;0.00;12.70
62.900;f_10.82;50.29;0.00;12.08
62.900;f_11.83;57.88;0.00;5.75
62.900;f_1.90;73.95;0.00;12.31
62.900;f_1.88;21.56;0.00;8.62
62.900;f_11.90;42.18;0.00;-64.77
62.900;f_12.90;12.65;-0.17;-30.96
62.900;f_11.85;86.70;0.00;6.34
62.900;f_10.81;43.08;0.00;12.01
62.900;f_10.78;14.36;0.00;74.26
62.900;f_12.89;12.66;0.00;-23.53
62.900;f_11.79;28.78;0.00;5.47
62.900;f_10.88;104.15;0.00;-9.24
62.900;f_12.86;8.97;0.00;-14.93
62.900;f_11.82;50.39;0.00;5.68
62.900;f_12.88;9.34;0.20;-30.27
62.900;f_10.87;100.91;0.00;6.89
62.900;f_10.83;57.64;0.00;12.15
62.900;f_11.77;15.85;0.00;4.66
62.900;f_11.84;75.71;0.00;5.97
62.900;f_10.84;65.44;0.00;12.23
62.900;f_10.80;35.90;0.00;11.94
62.900;f_11.78;21.60;0.00;5.40
62.900;f_11.87;66.14;0.00;5.84
62.900;f_10.89;105.02;0.00;-52.14
62.900;f_11.80;35.96;0.00;5.54
62.900;f_1.85;29.00;0.00;8.65
62.900;f_3.89;8.38;0.10;8.28
62.900;f_11.89;98.48;0.00;-30.33
62.900;f_10.91;-92.62;0.00;-61.85
62.900;f_11.91;-11.39;0.00;-65.19
62.900;f_12.91;10.84;0.00;-38.85
62.900;f_3.91;5.70;0.00;29.89
62.900;f_10.92;-93.05;0.00;-11.20
62.900;f_11.92;-70.39;0.00;-72.76
62.900;f_12.92;16.22;0.00;-44.75
62.900;f_3.92;-1.64;0.00;73.54
63.000;f_0.0;0.27;-0.04;6.75
63.000;f_3.87;20.63;0.00;2.19
63.000;f_12.85;8.44;0.00;-7.78
63.000;f_12.87;9.18;0.00;-22.11
63.000;f_1.89;44.70;0.00;8.82
63.000;f_1.87;36.74;0.00;8.71
63.000;f_11.88;97.84;0.00;-11.91
63.000;f_10.79;28.72;0.00;11.87
63.000;f_3.88;13.45;0.00;3.34
63.000;f_11.81;43.15;0.00;5.61
63.000;f_11.86;96.61;0.00;0.90
63.000;f_3.90;5.11;0.00;18.29
63.000;f_10.85;73.37;-0.01;8.96
63.000;f_12.84;-75.15;0.00;4.96
63.000;f_10.90;-28.97;0.00;-72.11
63.000;f_10.75;21.54;0.00;11.80
63.000;f_1.86;14.22;0.00;8.54
63.000;f_10.86;84.16;0.00;12.69
63.000;f_10.82;50.29;0.00;12.08
63.000;f_11.83;57.85;0.00;5.75
63.000;f_1.90;73.83;0.00;12.31
63.000;f_1.88;21.56;0.00;8.62
63.000;f_11.90;43.38;0.00;-64.77
63.000;f_12.90;12.65;-0.17;-30.96
63.000;f_11.85;86.39;0.00;6.35
63.000;f_10.81;43.08;0.00;12.01
63.000;f_10.78;14.33;0.00;76.72
63.000;f_12.89;12.66;0.00;-23.53
63.000;f_11.79;28.78;0.00;5.47
63.000;f_10.88;104.12;0.00;-8.48
63.000;f_12.86;8.97;0.00;-14.93
63.000;f_11.82;50.39;0.00;5.68
63.000;f_12.88;9.34;0.20;-30.27
63.000;f_10.87;100.51;0.00;7.42
63.000;f_10.83;57.62;0.00;12.15
63.000;f_11.77;15.85;0.00;4.66
63.000;f_11.84;75.51;0.00;5.96
63.000;f_10.84;65.38;0.00;12.23
63.000;f_10.80;35.90;0.00;11.94
63.000;f_11.78;21.60;0.00;5.40
63.000;f_11.87;66.04;0.00;5.83
63.000;f_10.89;105.21;0.00;-50.98
63.000;f_11.80;35.96;0.00;5.54
63.000;f_1.85;28.98;0.00;8.65
63.000;f_3.89;8.33;0.09;8.23
63.000;f_11.89;98.46;0.00;-29.61
63.000;f_10.91;-92.49;0.00;-62.68
63.000;f_11.91;-10.05;0.00;-65.08
63.000;f_12.91;10.74;0.00;-38.83
63.000;f_3.91;5.67;0.00;29.56
63.000;f_10.92;-93.05;0.00;-11.32
63.000;f_11.92;-70.26;0.00;-72.76
63.000;f_12.92;16.22;0.00;-44.75
63.000;f_3.92;-1.59;0.00;73.42
63.100;f_0.0;-0.58;-0.04;6.91
63.100;f_3.87;20.63;0.00;2.19
63.100;f_12.85;8.44;0.00;-7.78
63.100;f_12.87;9.18;0.00;-22.11
63.100;f_1.89;44.62;0.00;8.82
63.100;f_1.87;36.68;0.00;8.71
63.100;f_11.88;97.82;0.00;-11.42
63.100;f_10.79;28.72;0.00;11.87
63.100;f_3.88;13.45;0.00;3.34
63.100;f_11.81;43.15;0.00;5.61
63.100;f_11.86;96.46;0.00;1.26
63.100;f_3.90;5.11;0.00;18.29
63.100;f_10.85;72.34;-0.01;8.96
63.100;f_12.84;-76.11;0.00;4.95
63.100;f_10.90;-27.78;0.00;-72.09
63.100;f_10.75;21.54;0.00;11.80
63.100;f_1.86;14.20;0.00;8.53
63.100;f_10.86;83.90;0.00;12.68
63.100;f_10.82;50.29;0.00;12.08
63.100;f_11.83;57.82;0.00;5.75
63.100;f_1.90;73.72;0.00;12.31
63.100;f_1.88;21.56;0.00;8.62
63.100;f_11.90;44.62;0.00;-64.76
63.100;f_12.90;12.66;-0.17;-30.96
63.100;f_11.85;86.08;0.00;6.35
63.100;f_10.81;43.08;0.00;12.01
63.100;f_12.89;12.66;0.00;-23.53
63.100;f_11.79;28.78;0.00;5.47
63.100;f_10.88;104.09;0.00;-7.72
63.100;f_12.86;8.97;0.00;-14.93
63.100;f_11.82;50.38;0.00;5.68
63.100;f_12.88;9.34;0.20;-30.27
63.100;f_10.87;100.11;0.00;7.93
63.100;f_10.83;57.61;0.00;12.15
63.100;f_11.77;15.85;0.00;4.66
63.100;f_11.84;75.32;0.00;5.95
63.100;f_10.84;65.33;0.00;12.23
63.100;f_10.80;35.90;0.00;11.94
63.100;f_11.78;21.60;0.00;5.40
63.100;f_11.87;65.95;0.00;5.83
63.100;f_10.89;105.31;0.00;-49.77
63.100;f_11.80;35.96;0.00;5.54
63.100;f_1.85;28.95;0.00;8.65
63.100;f_3.89;8.29;0.08;8.19
63.100;f_11.89;98.44;0.00;-28.88
63.100;f_10.91;-92.33;0.00;-63.51
63.100;f_11.91;-8.73;0.00;-64.96
63.100;f_12.91;10.64;0.00;-38.81
63.100;f_3.91;5.63;0.00;29.26
63.100;f_10.92;-93.05;0.00;-11.48
63.100;f_11.92;-70.10;0.00;-72.75
63.100;f_12.92;16.21;0.00;-44.75
63.100;f_3.92;-1.53;0.00;73.26
63.200;f_0.0;-1.37;-0.04;6.93
63.200;f_3.87;20.63;0.00;2.19
63.200;f_12.85;8.44;0.00;-7.78
63.200;f_12.87;9.18;0.00;-22.11
63.200;f_1.89;44.55;0.00;8.82
63.200;f_1.87;36.63;0.00;8.71
63.200;f_11.88;97.80;0.00;-10.94
63.200;f_10.79;28.72;0.00;11.87
63.200;f_3.88;13.45;0.00;3.34
63.200;f_11.81;43.15;0.00;5.61
63.200;f_11.86;96.30;0.00;1.62
63.200;f_3.90;5.11;0.00;18.29
63.200;f_10.85;71.34;0.00;8.96
63.200;f_12.84;-77.04;0.00;4.90
63.200;f_10.90;-26.59;0.00;-72.07
63.200;f_10.75;21.54;0.00;11.80
63.200;f_1.86;14.18;0.00;8.52
63.200;f_10.86;83.65;0.00;12.67
63.200;f_10.82;50.28;0.00;12.08
63.200;f_11.83;57.80;0.00;5.75
63.200;f_1.90;73.61;0.00;12.31
63.200;f_1.88;21.56;0.00;8.63
63.200;f_11.90;45.85;0.00;-64.76
63.200;f_12.90;12.66;-0.17;-30.96
63.200;f_11.85;85.78;0.00;6.35
63.200;f_10.81;43.08;0.00;12.01
63.200;f_12.89;12.66;0.00;-23.53
63.200;f_11.79;28.78;0.00;5.47
63.200;f_10.88;104.06;0.00;-6.97
63.200;f_12.86;8.97;0.00;-14.93
63.200;f_11.82;50.38;0.00;5.68
63.200;f_12.88;9.34;0.20;-30.27
63.200;f_10.87;99.72;0.00;8.43
63.200;f_10.83;57.59;0.00;12.15
63.200;f_11.77;15.85;0.00;4.66
63.200;f_11.84;75.13;0.00;5.95
63.200;f_10.84;65.27;0.00;12.23
63.200;f_10.80;35.90;0.00;11.94
63.200;f_11.78;21.60;0.00;5.40
63.200;f_11.87;65.86;0.00;5.83
63.200;f_10.89;105.36;0.00;-48.53
63.200;f_11.80;35.96;0.00;5.54
63.200;f_1.85;28.93;0.00;8.65
63.200;f_3.89;8.25;0.07;8.15
63.200;f_11.89;98.42;0.00;-28.17
63.200;f_10.91;-91.95;0.00;-64.27
63.200;f_11.91;-7.42;0.00;-64.85
63.200;f_12.91;10.54;0.00;-38.79
63.200;f_3.91;5.60;0.00;28.97
63.200;f_10.92;-93.05;0.00;-11.65
63.200;f_11.92;-69.92;0.00;-72.75
63.200;f_12.92;16.21;0.00;-44.75
63.200;f_3.92;-1.46;0.00;73.08
63.300;f_0.0;-2.11;-0.04;6.81
63.300;f_3.87;20.63;0.00;2.19
63.300;f_12.85;8.44;0.00;-7.78
63.300;f_12.87;9.18;0.00;-22.11
63.300;f_1.89;44.48;0.00;8.82
63.300;f_1.87;36.58;0.00;8.71
63.300;f_11.88;97.79;0.00;-10.48
63.300;f_10.79;28.72;0.00;11.87
63.300;f_3.88;13.45;0.00;3.34
63.300;f_11.81;43.15;0.00;5.61
63.300;f_11.86;96.12;0.00;1.96
63.300;f_3.90;5.11;0.00;18.29
63.300;f_10.85;70.39;0.00;8.97
63.300;f_12.84;-77.95;0.00;4.83
63.300;f_10.90;-25.41;0.00;-72.05
63.300;f_10.75;21.54;0.00;11.80
63.300;f_1.86;14.17;0.00;8.50
63.300;f_10.86;83.41;0.00;12.65
63.300;f_10.82;50.28;0.00;12.08
63.300;f_11.83;57.77;0.00;5.75
63.300;f_1.90;73.50;0.00;12.31
63.300;f_1.88;21.56;0.00;8.63
63.300;f_11.90;47.05;0.00;-64.75
63.300;f_12.90;12.66;-0.17;-30.96
63.300;f_11.85;85.50;0.00;6.35
63.300;f_10.81;43.08;0.00;12.01
63.300;f_12.89;12.66;0.00;-23.53
63.300;f_11.79;28.78;0.00;5.47
63.300;f_10.88;104.04;0.00;-6.25
63.300;f_12.86;8.97;0.00;-14.93
63.300;f_11.82;50.37;0.00;5.68
63.300;f_12.88;9.34;0.20;-30.27
63.300;f_10.87;99.34;0.00;8.91
63.300;f_10.83;57.58;0.00;12.15
63.300;f_11.77;15.85;0.00;4.66
63.300;f_11.84;74.95;0.00;5.95
63.300;f_10.84;65.22;0.00;12.23
63.300;f_10.80;35.90;0.00;11.94
63.300;f_11.78;21.60;0.00;5.40
63.300;f_11.87;65.78;0.00;5.83
63.300;f_10.89;105.36;0.00;-47.30
63.300;f_11.80;35.96;0.00;5.54
63.300;f_1.85;28.92;0.00;8.65
63.300;f_3.89;8.21;0.06;8.12
63.300;f_11.89;98.39;0.00;-27.47
63.300;f_10.91;-91.34;0.00;-64.90
63.300;f_11.91;-6.16;0.00;-64.73
63.300;f_12.91;10.44;0.00;-38.78
63.300;f_3.91;5.57;0.00;28.70
63.300;f_10.92;-93.05;0.00;-11.83
63.300;f_11.92;-69.73;0.00;-72.75
63.300;f_12.92;16.20;0.00;-44.75
63.300;f_3.92;-1.37;0.00;72.89
63.400;f_0.0;-2.80;-0.04;6.59
63.400;f_3.87;20.63;0.00;2.19
63.400;f_12.85;8.44;0.00;-7.78
63.400;f_12.87;9.18;0.00;-22.11
63.400;f_1.89;44.41;0.00;8.82
63.400;f_1.87;36.53;0.00;8.71
63.400;f_11.88;97.77;0.00;-10.01
63.400;f_10.79;28.72;0.00;11.87
63.400;f_3.88;13.45;0.00;3.34
63.400;f_11.81;43.15;0.00;5.61
63.400;f_11.86;95.93;0.00;2.29
63.400;f_3.90;5.11;0.00;18.29
63.400;f_10.85;69.44;0.00;8.97
63.400;f_12.84;-78.87;0.00;4.71
63.400;f_10.90;-24.22;0.00;-72.03
63.400;f_10.75;21.54;0.00;11.80
63.400;f_1.86;14.15;0.00;8.46
63.400;f_10.86;83.18;0.00;12.64
63.400;f_10.82;50.28;0.00;12.08
63.400;f_11.83;57.75;0.00;5.75
63.400;f_1.90;73.40;0.00;12.31
63.400;f_1.88;21.57;0.00;8.64
63.400;f_11.90;48.29;0.00;-64.74
63.400;f_12.90;12.66;-0.17;-30.96
63.400;f_11.85;85.21;0.00;6.35
63.400;f_10.81;43.08;0.00;12.01
63.400;f_12.89;12.66;0.00;-23.53
63.400;f_11.79;28.78;0.00;5.47
63.400;f_10.88;104.01;0.00;-5.53
63.400;f_12.86;8.97;0.00;-14.93
63.400;f_11.82;50.37;0.00;5.68
63.400;f_12.88;9.34;0.20;-30.27
63.400;f_10.87;98.91;0.00;9.34
63.400;f_10.83;57.57;0.00;12.15
63.400;f_11.77;15.85;0.00;4.66
63.400;f_11.84;74.78;0.00;5.94
63.400;f_10.84;65.18;0.00;12.23
63.400;f_10.80;35.90;0.00;11.94
63.400;f_11.78;21.60;0.00;5.40
63.400;f_11.87;65.70;0.00;5.83
63.400;f_10.89;105.34;0.00;-46.02
63.400;f_11.80;35.96;0.00;5.54
63.400;f_1.85;28.90;0.00;8.66
63.400;f_3.89;8.18;0.06;8.09
63.400;f_11.89;98.37;0.00;-26.78
63.400;f_10.91;-90.68;0.00;-65.61
63.400;f_11.91;-4.90;0.00;-64.64
63.400;f_12.91;10.34;0.00;-38.77
63.400;f_3.91;5.54;0.00;28.45
63.400;f_10.92;-93.05;0.00;-12.05
63.400;f_11.92;-69.51;0.00;-72.75
63.400;f_12.92;16.20;0.00;-44.75
63.400;f_3.92;-1.27;0.00;72.66
63.500;f_0.0;-3.48;-0.04;6.33
63.500;f_3.87;20.63;0.00;2.19
63.500;f_12.85;8.44;0.00;-7.78
63.500;f_12.87;9.18;0.00;-22.11
63.500;f_1.89;44.35;0.00;8.82
63.500;f_1.87;36.49;0.00;8.71
63.500;f_11.88;97.75;0.00;-9.56
63.500;f_10.79;28.72;0.00;11.87
63.500;f_3.88;13.45;0.00;3.34
63.500;f_11.81;43.15;0.00;5.61
63.500;f_11.86;95.73;0.00;2.60
63.500;f_3.90;5.11;0.00;18.29
63.500;f_10.85;68.53;0.00;8.97
63.500;f_12.84;-79.80;0.00;4.57
63.500;f_10.90;-23.02;0.00;-72.01
63.500;f_10.75;21.54;0.00;11.80
63.500;f_1.86;14.13;0.00;8.41
63.500;f_10.86;82.96;0.00;12.62
63.500;f_10.82;50.28;0.00;12.08
63.500;f_11.83;57.73;0.00;5.75
63.500;f_1.90;73.31;0.00;12.30
63.500;f_1.88;21.57;0.00;8.64
63.500;f_11.90;49.52;0.00;-64.73
63.500;f_12.90;12.66;-0.17;-30.96
63.500;f_11.85;84.94;0.00;6.34
63.500;f_10.81;43.08;0.00;12.01
63.500;f_12.89;12.66;0.00;-23.53
63.500;f_11.79;28.78;0.00;5.47
63.500;f_10.88;103.98;0.00;-4.82
63.500;f_12.86;8.97;0.00;-14.93
63.500;f_11.82;50.36;0.00;5.68
63.500;f_12.88;9.34;0.20;-30.27
63.500;f_10.87;98.46;0.00;9.72
63.500;f_10.83;57.56;0.00;12.15
63.500;f_11.77;15.85;0.00;4.66
63.500;f_11.84;74.62;0.00;5.94
63.500;f_10.84;65.13;0.00;12.23
63.500;f_10.80;35.90;0.00;11.94
63.500;f_11.78;21.60;0.00;5.40
63.500;f_11.87;65.63;0.00;5.83
63.500;f_10.89;105.31;0.00;-44.71
63.500;f_11.80;35.96;0.00;5.54
63.500;f_1.85;28.88;0.00;8.66
63.500;f_3.89;8.15;0.05;8.06
63.500;f_11.89;98.35;0.00;-26.09
63.500;f_10.91;-90.00;0.00;-66.35
63.500;f_11.91;-3.65;0.00;-64.56
63.500;f_12.91;10.25;0.00;-38.76
63.500;f_3.91;5.51;0.00;28.21
63.500;f_10.92;-93.05;0.00;-12.28
63.500;f_11.92;-69.27;0.00;-72.74
63.500;f_12.92;16.18;0.00;-44.75
63.500;f_3.92;-1.15;0.00;72.42
63.600;f_0.0;-4.15;-0.04;6.06
63.600;f_3.87;20.63;0.00;2.19
63.600;f_12.85;8.44;0.00;-7.78
63.600;f_12.87;9.18;0.00;-22.11
63.600;f_1.89;44.29;0.00;8.82
63.600;f_1.87;36.45;0.00;8.71
63.600;f_11.88;97.73;0.00;-9.11
63.600;f_10.79;28.72;0.00;11.87
63.600;f_3.88;13.45;0.00;3.34
63.600;f_11.81;43.14;0.00;5.61
63.600;f_11.86;95.53;0.00;2.90
63.600;f_3.90;5.11;0.00;18.29
63.600;f_10.85;67.65;0.00;8.97
63.600;f_12.84;-80.71;0.00;4.39
63.600;f_10.90;-21.83;0.00;-71.99
63.600;f_10.75;21.54;0.00;11.80
63.600;f_1.86;14.12;0.00;8.36
63.600;f_10.86;82.75;0.00;12.61
63.600;f_10.82;50.28;0.00;12.08
63.600;f_11.83;57.71;0.00;5.75
63.600;f_1.90;73.22;0.00;12.30
63.600;f_1.88;21.57;0.00;8.65
63.600;f_11.90;50.75;0.00;-64.73
63.600;f_12.90;12.66;-0.17;-30.96
63.600;f_11.85;84.67;0.00;6.33
63.600;f_10.81;43.08;0.00;12.01
63.600;f_12.89;12.66;0.00;-23.53
63.600;f_11.79;28.78;0.00;5.47
63.600;f_10.88;103.95;0.00;-4.13
63.600;f_12.86;8.97;0.00;-14.93
63.600;f_11.82;50.36;0.00;5.68
63.600;f_12.88;9.34;0.20;-30.27
63.600;f_10.87;98.00;0.00;10.05
63.600;f_10.83;57.55;0.00;12.15
63.600;f_11.77;15.85;0.00;4.66
63.600;f_11.84;74.46;0.00;5.93
63.600;f_10.84;65.10;0.00;12.22
63.600;f_10.80;35.90;0.00;11.94
63.600;f_11.78;21.60;0.00;5.40
63.600;f_11.87;65.56;0.00;5.83
63.600;f_10.89;105.27;0.00;-43.39
63.600;f_11.80;35.96;0.00;5.54
63.600;f_1.85;28.87;0.00;8.66
63.600;f_3.89;8.13;0.05;8.03
63.600;f_11.89;98.33;0.00;-25.42
63.600;f_10.91;-89.48;0.00;-67.01
63.600;f_11.91;-2.39;0.00;-64.49
63.600;f_12.91;10.16;0.00;-38.75
63.600;f_3.91;5.48;0.00;27.99
63.600;f_10.92;-93.05;0.00;-12.53
63.600;f_11.92;-69.00;0.00;-72.74
63.600;f_12.92;16.16;0.00;-44.75
63.600;f_3.92;-1.03;0.00;72.16
63.700;f_0.0;-4.81;-0.04;5.78
63.700;f_3.87;20.63;0.00;2.19
63.700;f_12.85;8.44;0.00;-7.78
63.700;f_12.87;9.18;0.00;-22.11
63.700;f_1.89;44.22;0.00;8.82
63.700;f_1.87;36.41;0.00;8.72
63.700;f_11.88;97.72;0.00;-8.67
63.700;f_10.79;28.72;0.00;11.87
63.700;f_3.88;13.45;0.00;3.34
63.700;f_11.81;43.14;0.00;5.61
63.700;f_11.86;95.32;0.00;3.20
63.700;f_3.90;5.11;0.00;18.29
63.700;f_10.85;66.79;0.00;8.97
63.700;f_12.84;-81.54;0.00;3.98
63.700;f_10.90;-20.64;0.00;-71.97
63.700;f_10.75;21.54;0.00;11.80
63.700;f_1.86;14.10;0.00;8.32
63.700;f_10.86;82.55;0.00;12.59
63.700;f_10.82;50.27;0.00;12.08
63.700;f_11.83;57.69;0.00;5.75
63.700;f_1.90;73.13;0.00;12.30
63.700;f_1.88;21.57;0.00;8.65
63.700;f_11.90;51.98;0.00;-64.72
63.700;f_12.90;12.66;-0.17;-30.96
63.700;f_11.85;84.41;0.00;6.32
63.700;f_10.81;43.08;0.00;12.01
63.700;f_12.89;12.66;0.00;-23.53
63.700;f_11.79;28.78;0.00;5.47
63.700;f_10.88;103.90;0.00;-3.45
63.700;f_12.86;8.97;0.00;-14.93
63.700;f_11.82;50.36;0.00;5.68
63.700;f_12.88;9.34;0.20;-30.27
63.700;f_10.87;97.53;0.00;10.35
63.700;f_10.83;57.54;0.00;12.15
63.700;f_11.77;15.85;0.00;4.66
63.700;f_11.84;74.31;0.00;5.93
63.700;f_10.84;65.06;0.00;12.22
63.700;f_10.80;35.90;0.00;11.94
63.700;f_11.78;21.60;0.00;5.40
63.700;f_11.87;65.49;0.00;5.83
63.700;f_10.89;105.24;0.00;-42.04
63.700;f_11.80;35.96;0.00;5.54
63.700;f_1.85;28.86;0.00;8.66
63.700;f_3.89;8.11;0.04;8.01
63.700;f_11.89;98.30;0.00;-24.77
63.700;f_10.91;-89.08;0.00;-67.75
63.700;f_11.91;-1.10;0.00;-64.44
63.700;f_12.91;10.07;0.00;-38.75
63.700;f_3.91;5.45;0.00;27.79
63.700;f_10.92;-93.06;0.00;-12.80
63.700;f_11.92;-68.72;0.00;-72.73
63.700;f_12.92;16.12;0.00;-44.75
63.700;f_3.92;-0.90;0.00;71.88
63.800;f_0.0;-5.48;-0.04;5.49
63.800;f_3.87;20.64;0.00;2.19
63.800;f_12.85;8.44;0.00;-7.78
63.800;f_12.87;9.18;0.00;-22.11
63.800;f_1.89;44.16;0.00;8.82
63.800;f_1.87;36.38;0.00;8.72
63.800;f_11.88;97.70;0.00;-8.24
63.800;f_10.79;28.72;0.00;11.87
63.800;f_3.88;13.45;0.00;3.34
63.800;f_11.81;43.14;0.00;5.61
63.800;f_11.86;95.11;0.00;3.48
63.800;f_3.90;5.11;0.00;18.29
63.800;f_10.85;65.97;0.00;8.97
63.800;f_12.84;-82.29;0.00;3.27
63.800;f_10.90;-19.45;0.00;-71.95
63.800;f_10.75;21.54;0.00;11.80
63.800;f_1.86;14.09;0.00;8.32
63.800;f_10.86;82.36;0.00;12.58
63.800;f_10.82;50.27;0.00;12.08
63.800;f_11.83;57.68;0.00;5.75
63.800;f_1.90;73.05;0.00;12.30
63.800;f_1.88;21.57;0.00;8.63
63.800;f_11.90;53.21;0.00;-64.71
63.800;f_12.90;12.66;-0.17;-30.96
63.800;f_11.85;84.17;0.00;6.30
63.800;f_10.81;43.08;0.00;12.01
63.800;f_12.89;12.66;0.00;-23.53
63.800;f_11.79;28.78;0.00;5.47
63.800;f_10.88;103.83;0.00;-2.79
63.800;f_12.86;8.97;0.00;-14.93
63.800;f_11.82;50.35;0.00;5.68
63.800;f_12.88;9.34;0.20;-30.27
63.800;f_10.87;97.06;0.00;10.61
63.800;f_10.83;57.53;0.00;12.15
63.800;f_11.77;15.85;0.00;4.66
63.800;f_11.84;74.17;0.00;5.93
63.800;f_10.84;65.02;0.00;12.22
63.800;f_10.80;35.90;0.00;11.94
63.800;f_11.78;21.60;0.00;5.40
63.800;f_11.87;65.43;0.00;5.83
63.800;f_10.89;105.20;0.00;-40.67
63.800;f_11.80;35.96;0.00;5.54
63.800;f_1.85;28.85;0.00;8.66
63.800;f_3.89;8.08;0.04;7.99
63.800;f_11.89;98.28;0.00;-24.13
63.800;f_10.91;-88.68;0.00;-68.46
63.800;f_11.91;0.20;0.00;-64.40
63.800;f_12.91;9.99;0.00;-38.74
63.800;f_3.91;5.42;0.00;27.60
63.800;f_10.92;-93.06;0.00;-13.10
63.800;f_11.92;-68.42;0.00;-72.73
63.800;f_12.92;16.08;0.00;-44.75
63.800;f_3.92;-0.77;0.00;71.58
63.900;f_0.0;-6.14;-0.04;5.21
63.900;f_3.87;20.68;0.00;2.18
63.900;f_12.85;8.44;0.00;-7.78
63.900;f_12.87;9.18;0.00;-22.11
63.900;f_1.89;44.11;0.00;8.82
63.900;f_1.87;36.34;0.00;8.72
63.900;f_11.88;97.69;0.00;-7.81
63.900;f_10.79;28.72;0.00;11.87
63.900;f_3.88;13.45;0.00;3.34
63.900;f_11.81;43.14;0.00;5.61
63.900;f_11.86;94.89;0.00;3.74
63.900;f_3.90;5.11;0.00;18.28
63.900;f_10.85;65.17;0.00;8.96
63.900;f_12.84;-83.03;0.00;2.58
63.900;f_10.90;-18.26;0.00;-71.93
63.900;f_10.75;21.54;0.00;11.80
63.900;f_1.86;14.07;0.00;8.32
63.900;f_10.86;82.18;0.00;12.56
