timestep_time;vehicle_id;vehicle_x;vehicle_y;vehicle_z
61.500;f_12.86;8.97;0.00;-14.93
61.500;f_11.82;50.57;0.00;5.68
61.500;f_12.88;9.34;0.20;-30.27
61.500;f_10.87;103.93;0.00;-3.88
61.500;f_10.83;58.08;0.00;12.16
61.500;f_11.77;15.85;0.00;4.66
61.500;f_11.84;79.48;0.00;6.12
61.500;f_10.84;66.84;0.00;12.25
61.500;f_10.80;35.90;0.00;11.94
61.500;f_11.78;21.60;0.00;5.40
61.500;f_11.87;68.26;0.00;5.86
61.500;f_10.89;99.17;0.00;-67.63
61.500;f_11.80;35.96;0.00;5.54
61.500;f_1.85;29.84;0.00;8.64
61.500;f_3.89;9.90;0.39;9.79
61.500;f_11.89;98.75;0.00;-41.98
61.500;f_10.91;-93.31;0.00;-49.23
61.500;f_11.91;-30.65;0.00;-66.89
61.500;f_12.91;11.83;0.00;-38.68
61.500;f_3.91;5.14;0.00;36.83
61.600;f_0.0;9.27;-0.04;9.46
61.600;f_3.87;20.63;0.00;2.19
61.600;f_12.85;8.44;0.00;-7.78
61.600;f_12.87;9.18;0.00;-22.11
61.600;f_1.89;45.85;0.00;8.83
61.600;f_1.87;37.80;0.00;8.70
61.600;f_11.88;98.12;0.00;-19.49
61.600;f_10.79;28.72;0.00;11.87
61.600;f_3.88;13.45;0.00;3.34
61.600;f_11.81;43.17;0.00;5.61
61.600;f_11.86;97.59;0.00;-5.44
61.600;f_3.90;5.11;0.00;18.29
61.600;f_10.85;89.48;-0.02;8.15
61.600;f_12.84;-57.18;0.00;5.04
61.600;f_10.90;-45.69;0.00;-72.39
61.600;f_10.75;21.54;0.00;11.80
61.600;f_1.86;14.57;0.00;8.55
61.600;f_10.86;88.95;0.00;12.57
61.600;f_10.82;50.37;0.00;12.08
61.600;f_11.83;58.57;0.00;5.76
61.600;f_1.90;76.02;0.00;12.33
61.600;f_1.88;21.60;0.00;8.60
61.600;f_11.90;26.20;0.00;-64.79
61.600;f_12.90;12.65;-0.17;-30.97
61.600;f_11.85;91.59;0.00;5.49
61.600;f_10.81;43.09;0.00;12.01
61.600;f_10.78;14.84;0.00;41.45
61.600;f_12.89;12.66;0.00;-23.53
61.600;f_11.79;28.78;0.00;5.47
61.600;f_10.88;104.58;0.00;-20.68
61.600;f_12.86;8.97;0.00;-14.93
61.600;f_11.82;50.55;0.00;5.68
61.600;f_12.88;9.34;0.20;-30.27
61.600;f_10.87;103.85;0.00;-2.95
61.600;f_10.83;58.03;0.00;12.16
61.600;f_11.77;15.85;0.00;4.66
61.600;f_11.84;79.14;0.00;6.10
61.600;f_10.84;66.70;0.00;12.24
61.600;f_10.80;35.90;0.00;11.94
61.600;f_11.78;21.60;0.00;5.40
61.600;f_11.87;68.05;0.00;5.86
61.600;f_10.89;100.12;0.00;-66.79
61.600;f_11.80;35.96;0.00;5.54
61.600;f_1.85;29.74;0.00;8.64
61.600;f_3.89;9.71;0.36;9.60
61.600;f_11.89;98.74;0.00;-41.06
61.600;f_10.91;-93.32;0.00;-50.30
61.600;f_11.91;-29.38;0.00;-66.77
61.600;f_12.91;11.81;0.00;-38.69
61.600;f_3.91;5.23;0.00;36.17
61.700;f_0.0;9.07;-0.04;9.04
61.700;f_3.87;20.63;0.00;2.19
61.700;f_12.85;8.44;0.00;-7.78
61.700;f_12.87;9.18;0.00;-22.11
61.700;f_1.89;45.77;0.00;8.83
61.700;f_1.87;37.71;0.00;8.70
61.700;f_11.88;98.10;0.00;-18.89
61.700;f_10.79;28.72;0.00;11.87
61.700;f_3.88;13.45;0.00;3.34
61.700;f_11.81;43.17;0.00;5.61
61.700;f_11.86;97.58;0.00;-4.92
61.700;f_3.90;5.11;0.00;18.29
61.700;f_10.85;88.32;-0.02;8.12
61.700;f_12.84;-58.64;0.00;5.03
61.700;f_10.90;-44.49;0.00;-72.37
61.700;f_10.75;21.54;0.00;11.80
61.700;f_1.86;14.54;0.00;8.55
61.700;f_10.86;88.53;0.00;12.58
61.700;f_10.82;50.36;0.00;12.08
61.700;f_11.83;58.49;0.00;5.76
61.700;f_1.90;75.83;0.00;12.33
61.700;f_1.88;21.55;0.00;8.60
61.700;f_11.90;27.44;0.00;-64.79
61.700;f_12.90;12.65;-0.17;-30.97
61.700;f_11.85;91.17;0.00;5.65
61.700;f_10.81;43.09;0.00;12.01
61.700;f_10.78;14.79;0.00;43.99
61.700;f_12.89;12.66;0.00;-23.53
61.700;f_11.79;28.78;0.00;5.47
61.700;f_10.88;104.54;0.00;-19.71
61.700;f_12.86;8.97;0.00;-14.93
61.700;f_11.82;50.53;0.00;5.68
61.700;f_12.88;9.34;0.20;-30.27
61.700;f_10.87;103.74;0.00;-2.04
61.700;f_10.83;57.98;0.00;12.15
61.700;f_11.77;15.85;0.00;4.66
61.700;f_11.84;78.83;0.00;6.09
61.700;f_10.84;66.56;0.00;12.24
61.700;f_10.80;35.90;0.00;11.94
61.700;f_11.78;21.60;0.00;5.40
61.700;f_11.87;67.86;0.00;5.86
61.700;f_10.89;101.13;0.00;-66.02
61.700;f_11.80;35.96;0.00;5.54
61.700;f_1.85;29.65;0.00;8.64
61.700;f_3.89;9.54;0.32;9.43
61.700;f_11.89;98.72;0.00;-40.16
61.700;f_10.91;-93.32;0.00;-51.35
61.700;f_11.91;-28.09;0.00;-66.65
61.700;f_12.91;11.78;0.00;-38.70
61.700;f_3.91;5.32;0.00;35.53
61.800;f_0.0;8.80;-0.04;8.58
61.800;f_3.87;20.63;0.00;2.19
61.800;f_12.85;8.44;0.00;-7.78
61.800;f_12.87;9.18;0.00;-22.11
61.800;f_1.89;45.68;0.00;8.83
61.800;f_1.87;37.62;0.00;8.70
61.800;f_11.88;98.08;0.00;-18.31
61.800;f_10.79;28.72;0.00;11.87
61.800;f_3.88;13.45;0.00;3.34
61.800;f_11.81;43.17;0.00;5.61
61.800;f_11.86;97.55;0.00;-4.41
61.800;f_3.90;5.11;0.00;18.29
61.800;f_10.85;87.19;-0.02;8.17
61.800;f_12.84;-60.11;0.00;5.03
61.800;f_10.90;-43.29;0.00;-72.35
61.800;f_10.75;21.54;0.00;11.80
61.800;f_1.86;14.51;0.00;8.55
61.800;f_10.86;88.12;0.00;12.59
61.800;f_10.82;50.35;0.00;12.08
61.800;f_11.83;58.42;0.00;5.76
61.800;f_1.90;75.64;0.00;12.33
61.800;f_1.88;21.54;0.00;8.60
61.800;f_11.90;28.66;0.00;-64.80
61.800;f_12.90;12.65;-0.17;-30.96
61.800;f_11.85;90.73;0.00;5.71
61.800;f_10.81;43.09;0.00;12.01
61.800;f_10.78;14.74;0.00;46.53
61.800;f_12.89;12.66;0.00;-23.53
61.800;f_11.79;28.78;0.00;5.47
61.800;f_10.88;104.51;0.00;-18.75
61.800;f_12.86;8.97;0.00;-14.93
61.800;f_11.82;50.51;0.00;5.68
61.800;f_12.88;9.34;0.20;-30.27
61.800;f_10.87;103.60;0.00;-1.15
61.800;f_10.83;57.94;0.00;12.15
61.800;f_11.77;15.85;0.00;4.66
61.800;f_11.84;78.52;0.00;6.07
61.800;f_10.84;66.44;0.00;12.24
61.800;f_10.80;35.90;0.00;11.94
61.800;f_11.78;21.60;0.00;5.40
61.800;f_11.87;67.68;0.00;5.85
61.800;f_10.89;102.00;0.00;-65.20
61.800;f_11.80;35.96;0.00;5.54
61.800;f_1.85;29.56;0.00;8.64
61.800;f_3.89;9.38;0.29;9.27
61.800;f_11.89;98.71;0.00;-39.27
61.800;f_10.91;-93.33;0.00;-52.36
61.800;f_11.91;-26.78;0.00;-66.53
61.800;f_12.91;11.74;0.00;-38.71
61.800;f_3.91;5.42;0.00;34.93
61.900;f_0.0;8.43;-0.04;8.16
61.900;f_3.87;20.63;0.00;2.19
61.900;f_12.85;8.44;0.00;-7.78
61.900;f_12.87;9.18;0.00;-22.11
61.900;f_1.89;45.60;0.00;8.83
61.900;f_1.87;37.53;0.00;8.70
61.900;f_11.88;98.06;0.00;-17.73
61.900;f_10.79;28.72;0.00;11.87
61.900;f_3.88;13.45;0.00;3.34
61.900;f_11.81;43.17;0.00;5.61
61.900;f_11.86;97.52;0.00;-3.91
61.900;f_3.90;5.11;0.00;18.29
61.900;f_10.85;86.09;-0.02;8.41
61.900;f_12.84;-61.57;0.00;5.02
61.900;f_10.90;-42.09;0.00;-72.33
61.900;f_10.75;21.54;0.00;11.80
61.900;f_1.86;14.48;0.00;8.55
61.900;f_10.86;87.72;0.00;12.61
61.900;f_10.82;50.34;0.00;12.08
61.900;f_11.83;58.35;0.00;5.76
61.900;f_1.90;75.46;0.00;12.33
61.900;f_1.88;21.55;0.00;8.60
61.900;f_11.90;29.89;0.00;-64.80
61.900;f_12.90;12.65;-0.17;-30.96
61.900;f_11.85;90.27;0.00;5.67
61.900;f_10.81;43.09;0.00;12.01
61.900;f_10.78;14.70;0.00;49.06
61.900;f_12.89;12.66;0.00;-23.53
61.900;f_11.79;28.78;0.00;5.47
61.900;f_10.88;104.47;0.00;-17.81
61.900;f_12.86;8.97;0.00;-14.93
61.900;f_11.82;50.50;0.00;5.68
61.900;f_12.88;9.34;0.20;-30.27
61.900;f_10.87;103.44;0.00;-0.28
61.900;f_10.83;57.90;0.00;12.15
61.900;f_11.77;15.85;0.00;4.66
61.900;f_11.84;78.22;0.00;6.06
61.900;f_10.84;66.32;0.00;12.24
61.900;f_10.80;35.90;0.00;11.94
61.900;f_11.78;21.60;0.00;5.40
61.900;f_11.87;67.50;0.00;5.85
61.900;f_10.89;102.52;0.00;-64.01
61.900;f_11.80;35.96;0.00;5.54
61.900;f_1.85;29.48;0.00;8.64
61.900;f_3.89;9.23;0.26;9.13
61.900;f_11.89;98.69;0.00;-38.40
61.900;f_10.91;-93.34;0.00;-53.32
61.900;f_11.91;-25.45;0.00;-66.41
61.900;f_12.91;11.69;0.00;-38.72
61.900;f_3.91;5.51;0.00;34.36
62.000;f_0.0;7.96;-0.04;7.82
62.000;f_3.87;20.63;0.00;2.19
62.000;f_12.85;8.44;0.00;-7.78
62.000;f_12.87;9.18;0.00;-22.11
62.000;f_1.89;45.51;0.00;8.83
62.000;f_1.87;37.45;0.00;8.70
62.000;f_11.88;98.04;0.00;-17.16
62.000;f_10.79;28.72;0.00;11.87
62.000;f_3.88;13.45;0.00;3.34
62.000;f_11.81;43.16;0.00;5.61
62.000;f_11.86;97.47;0.00;-3.43
62.000;f_3.90;5.11;0.00;18.29
62.000;f_10.85;84.95;-0.02;8.61
62.000;f_12.84;-63.02;0.00;5.01
62.000;f_10.90;-40.90;0.00;-72.31
62.000;f_10.75;21.54;0.00;11.80
62.000;f_1.86;14.46;0.00;8.55
62.000;f_10.86;87.34;0.00;12.62
62.000;f_10.82;50.33;0.00;12.08
62.000;f_11.83;58.28;0.00;5.76
62.000;f_1.90;75.28;0.00;12.32
62.000;f_1.88;21.55;0.00;8.60
62.000;f_11.90;31.12;0.00;-64.80
62.000;f_12.90;12.65;-0.17;-30.96
62.000;f_11.85;89.89;0.00;5.81
62.000;f_10.81;43.09;0.00;12.01
62.000;f_10.78;14.66;0.00;51.59
62.000;f_12.89;12.66;0.00;-23.53
62.000;f_11.79;28.78;0.00;5.47
62.000;f_10.88;104.44;0.00;-16.89
62.000;f_12.86;8.97;0.00;-14.93
62.000;f_11.82;50.48;0.00;5.68
62.000;f_12.88;9.34;0.20;-30.27
62.000;f_10.87;103.27;0.00;0.56
62.000;f_10.83;57.86;0.00;12.15
62.000;f_11.77;15.85;0.00;4.66
62.000;f_11.84;77.92;0.00;6.04
62.000;f_10.84;66.21;0.00;12.24
62.000;f_10.80;35.90;0.00;11.94
62.000;f_11.78;21.60;0.00;5.40
62.000;f_11.87;67.33;0.00;5.85
62.000;f_10.89;102.90;0.00;-62.77
62.000;f_11.80;35.96;0.00;5.54
62.000;f_1.85;29.41;0.00;8.64
62.000;f_3.89;9.10;0.24;9.00
62.000;f_11.89;98.67;0.00;-37.54
62.000;f_10.91;-93.34;0.00;-54.24
62.000;f_11.91;-24.10;0.00;-66.28
62.000;f_12.91;11.63;0.00;-38.74
62.000;f_3.91;5.58;0.00;33.81
62.100;f_0.0;7.41;-0.04;7.59
62.100;f_3.87;20.63;0.00;2.19
62.100;f_12.85;8.44;0.00;-7.78
62.100;f_12.87;9.18;0.00;-22.11
62.100;f_1.89;45.43;0.00;8.83
62.100;f_1.87;37.37;0.00;8.70
62.100;f_11.88;98.01;0.00;-16.60
62.100;f_10.79;28.72;0.00;11.87
62.100;f_3.88;13.45;0.00;3.34
62.100;f_11.81;43.16;0.00;5.61
62.100;f_11.86;97.41;0.00;-2.95
62.100;f_3.90;5.11;0.00;18.29
62.100;f_10.85;83.79;-0.01;8.76
62.100;f_12.84;-64.45;0.00;5.01
62.100;f_10.90;-39.70;0.00;-72.29
62.100;f_10.75;21.54;0.00;11.80
62.100;f_1.86;14.43;0.00;8.55
62.100;f_10.86;86.96;0.00;12.64
62.100;f_10.82;50.33;0.00;12.08
62.100;f_11.83;58.23;0.00;5.76
62.100;f_1.90;75.11;0.00;12.32
62.100;f_1.88;21.55;0.00;8.60
62.100;f_11.90;32.34;0.00;-64.80
62.100;f_12.90;12.65;-0.17;-30.96
62.100;f_11.85;89.52;0.00;5.93
62.100;f_10.81;43.09;0.00;12.01
62.100;f_10.78;14.62;0.00;54.12
62.100;f_12.89;12.66;0.00;-23.53
62.100;f_11.79;28.78;0.00;5.47
62.100;f_10.88;104.40;0.00;-15.97
62.100;f_12.86;8.97;0.00;-14.93
62.100;f_11.82;50.47;0.00;5.68
62.100;f_12.88;9.34;0.20;-30.27
62.100;f_10.87;103.10;0.00;1.38
62.100;f_10.83;57.82;0.00;12.15
62.100;f_11.77;15.85;0.00;4.66
62.100;f_11.84;77.64;0.00;6.03
62.100;f_10.84;66.10;0.00;12.24
62.100;f_10.80;35.90;0.00;11.94
62.100;f_11.78;21.60;0.00;5.40
62.100;f_11.87;67.16;0.00;5.85
62.100;f_10.89;103.29;0.00;-61.57
62.100;f_11.80;35.96;0.00;5.54
62.100;f_1.85;29.35;0.00;8.64
62.100;f_3.89;8.99;0.21;8.88
62.100;f_11.89;98.65;0.00;-36.69
62.100;f_10.91;-93.35;0.00;-55.12
62.100;f_11.91;-22.73;0.00;-66.16
62.100;f_12.91;11.56;0.00;-38.76
62.100;f_3.91;5.64;0.00;33.29
62.200;f_0.0;6.78;-0.04;7.39
62.200;f_3.87;20.63;0.00;2.19
62.200;f_12.85;8.44;0.00;-7.78
62.200;f_12.87;9.18;0.00;-22.11
62.200;f_1.89;45.34;0.00;8.83
62.200;f_1.87;37.29;0.00;8.70
62.200;f_11.88;97.99;0.00;-16.05
62.200;f_10.79;28.72;0.00;11.87
62.200;f_3.88;13.45;0.00;3.34
62.200;f_11.81;43.16;0.00;5.61
62.200;f_11.86;97.35;0.00;-2.49
62.200;f_3.90;5.11;0.00;18.29
62.200;f_10.85;82.59;-0.01;8.85
62.200;f_12.84;-65.82;0.00;5.00
62.200;f_10.90;-38.50;0.00;-72.27
62.200;f_10.75;21.54;0.00;11.80
62.200;f_1.86;14.40;0.00;8.55
62.200;f_10.86;86.60;0.00;12.66
62.200;f_10.82;50.32;0.00;12.08
62.200;f_11.83;58.17;0.00;5.76
62.200;f_1.90;74.95;0.00;12.32
62.200;f_1.88;21.55;0.00;8.60
62.200;f_11.90;33.57;0.00;-64.80
62.200;f_12.90;12.65;-0.17;-30.96
62.200;f_11.85;89.15;0.00;6.03
62.200;f_10.81;43.09;0.00;12.01
62.200;f_10.78;14.58;0.00;56.64
62.200;f_12.89;12.66;0.00;-23.53
62.200;f_11.79;28.78;0.00;5.47
62.200;f_10.88;104.37;0.00;-15.08
62.200;f_12.86;8.97;0.00;-14.93
62.200;f_11.82;50.46;0.00;5.68
62.200;f_12.88;9.34;0.20;-30.27
62.200;f_10.87;102.94;0.00;2.18
62.200;f_10.83;57.79;0.00;12.15
62.200;f_11.77;15.85;0.00;4.66
62.200;f_11.84;77.36;0.00;6.02
62.200;f_10.84;66.01;0.00;12.24
62.200;f_10.80;35.90;0.00;11.94
62.200;f_11.78;21.60;0.00;5.40
62.200;f_11.87;67.01;0.00;5.85
62.200;f_10.89;103.76;0.00;-60.39
62.200;f_11.80;35.96;0.00;5.54
62.200;f_1.85;29.29;0.00;8.64
62.200;f_3.89;8.88;0.19;8.78
62.200;f_11.89;98.64;0.00;-35.86
62.200;f_10.91;-93.34;0.00;-55.97
62.200;f_11.91;-21.33;0.00;-66.04
62.200;f_12.91;11.48;0.00;-38.78
62.200;f_3.91;5.70;0.00;32.79
62.300;f_0.0;6.12;-0.04;7.13
62.300;f_3.87;20.63;0.00;2.19
62.300;f_12.85;8.44;0.00;-7.78
62.300;f_12.87;9.18;0.00;-22.11
62.300;f_1.89;45.25;0.00;8.83
62.300;f_1.87;37.21;0.00;8.70
62.300;f_11.88;97.97;0.00;-15.51
62.300;f_10.79;28.72;0.00;11.87
62.300;f_3.88;13.45;0.00;3.34
62.300;f_11.81;43.16;0.00;5.61
62.300;f_11.86;97.28;0.00;-2.04
62.300;f_3.90;5.11;0.00;18.29
62.300;f_10.85;81.38;-0.01;8.89
62.300;f_12.84;-67.15;0.00;5.00
62.300;f_10.90;-37.30;0.00;-72.25
62.300;f_10.75;21.54;0.00;11.80
62.300;f_1.86;14.38;0.00;8.55
62.300;f_10.86;86.26;0.00;12.67
62.300;f_10.82;50.32;0.00;12.08
62.300;f_11.83;58.12;0.00;5.76
62.300;f_1.90;74.79;0.00;12.32
62.300;f_1.88;21.55;0.00;8.60
62.300;f_11.90;34.80;0.00;-64.80
62.300;f_12.90;12.65;-0.17;-30.96
62.300;f_11.85;88.77;0.00;6.12
62.300;f_10.81;43.09;0.00;12.01
62.300;f_10.78;14.55;0.00;59.16
62.300;f_12.89;12.66;0.00;-23.53
62.300;f_11.79;28.78;0.00;5.47
62.300;f_10.88;104.34;0.00;-14.20
62.300;f_12.86;8.97;0.00;-14.93
62.300;f_11.82;50.45;0.00;5.68
62.300;f_12.88;9.34;0.20;-30.27
62.300;f_10.87;102.77;0.00;2.97
62.300;f_10.83;57.76;0.00;12.15
62.300;f_11.77;15.85;0.00;4.66
62.300;f_11.84;77.09;0.00;6.01
62.300;f_10.84;65.91;0.00;12.23
62.300;f_10.80;35.90;0.00;11.94
62.300;f_11.78;21.60;0.00;5.40
62.300;f_11.87;66.87;0.00;5.84
62.300;f_10.89;104.41;0.00;-59.38
62.300;f_11.80;35.96;0.00;5.54
62.300;f_1.85;29.23;0.00;8.64
62.300;f_3.89;8.79;0.18;8.68
62.300;f_11.89;98.61;0.00;-35.03
62.300;f_10.91;-93.29;0.00;-56.81
62.300;f_11.91;-19.92;0.00;-65.92
62.300;f_12.91;11.39;0.00;-38.80
62.300;f_3.91;5.73;0.00;32.32
62.400;f_0.0;5.42;-0.04;6.77
62.400;f_3.87;20.63;0.00;2.19
62.400;f_12.85;8.44;0.00;-7.78
62.400;f_12.87;9.18;0.00;-22.11
62.400;f_1.89;45.17;0.00;8.83
62.400;f_1.87;37.13;0.00;8.70
62.400;f_11.88;97.95;0.00;-14.97
62.400;f_10.79;28.72;0.00;11.87
62.400;f_3.88;13.45;0.00;3.34
62.400;f_11.81;43.16;0.00;5.61
62.400;f_11.86;97.20;0.00;-1.58
62.400;f_3.90;5.11;0.00;18.29
62.400;f_10.85;80.15;-0.01;8.90
62.400;f_12.84;-68.43;0.00;4.99
62.400;f_10.90;-36.10;0.00;-72.23
62.400;f_10.75;21.54;0.00;11.80
62.400;f_1.86;14.35;0.00;8.54
62.400;f_10.86;85.93;0.00;12.69
62.400;f_10.82;50.31;0.00;12.08
62.400;f_11.83;58.07;0.00;5.75
62.400;f_1.90;74.63;0.00;12.32
62.400;f_1.88;21.56;0.00;8.60
62.400;f_11.90;36.03;0.00;-64.80
62.400;f_12.90;12.65;-0.17;-30.96
62.400;f_11.85;88.41;0.00;6.18
62.400;f_10.81;43.08;0.00;12.01
62.400;f_10.78;14.51;0.00;61.68
62.400;f_12.89;12.66;0.00;-23.53
62.400;f_11.79;28.78;0.00;5.47
62.400;f_10.88;104.30;0.00;-13.34
62.400;f_12.86;8.97;0.00;-14.93
62.400;f_11.82;50.43;0.00;5.68
62.400;f_12.88;9.34;0.20;-30.27
62.400;f_10.87;102.58;0.00;3.72
62.400;f_10.83;57.74;0.00;12.15
62.400;f_11.77;15.85;0.00;4.66
62.400;f_11.84;76.84;0.00;6.00
62.400;f_10.84;65.82;0.00;12.23
62.400;f_10.80;35.90;0.00;11.94
62.400;f_11.78;21.60;0.00;5.40
62.400;f_11.87;66.73;0.00;5.84
62.400;f_10.89;104.73;0.00;-58.22
62.400;f_11.80;35.96;0.00;5.54
62.400;f_1.85;29.19;0.00;8.64
62.400;f_3.89;8.70;0.16;8.60
62.400;f_11.89;98.59;0.00;-34.22
62.400;f_10.91;-93.22;0.00;-57.65
62.400;f_11.91;-18.49;0.00;-65.79
62.400;f_12.91;11.31;0.00;-38.83
62.400;f_3.91;5.76;0.00;31.86
62.400;f_10.92;-93.04;0.00;-10.89
62.400;f_11.92;-70.70;0.00;-72.76
62.400;f_12.92;16.22;0.00;-44.77
62.400;f_3.92;-1.72;0.00;73.85
62.500;f_0.0;4.65;-0.04;6.45
62.500;f_3.87;20.63;0.00;2.19
62.500;f_12.85;8.44;0.00;-7.78
62.500;f_12.87;9.18;0.00;-22.11
62.500;f_1.89;45.09;0.00;8.83
62.500;f_1.87;37.06;0.00;8.70
62.500;f_11.88;97.93;0.00;-14.44
62.500;f_10.79;28.72;0.00;11.87
62.500;f_3.88;13.45;0.00;3.34
62.500;f_11.81;43.15;0.00;5.61
62.500;f_11.86;97.12;0.00;-1.14
62.500;f_3.90;5.11;0.00;18.29
62.500;f_10.85;78.94;-0.01;8.92
62.500;f_12.84;-69.67;0.00;4.99
62.500;f_10.90;-34.91;0.00;-72.21
62.500;f_10.75;21.54;0.00;11.80
62.500;f_1.86;14.33;0.00;8.54
62.500;f_10.86;85.60;0.00;12.70
62.500;f_10.82;50.31;0.00;12.08
62.500;f_11.83;58.02;0.00;5.75
62.500;f_1.90;74.49;0.00;12.32
62.500;f_1.88;21.56;0.00;8.60
62.500;f_11.90;37.26;0.00;-64.79
62.500;f_12.90;12.65;-0.17;-30.96
62.500;f_11.85;88.05;0.00;6.24
62.500;f_10.81;43.08;0.00;12.01
62.500;f_10.78;14.48;0.00;64.20
62.500;f_12.89;12.66;0.00;-23.53
62.500;f_11.79;28.78;0.00;5.47
62.500;f_10.88;104.27;0.00;-12.48
62.500;f_12.86;8.97;0.00;-14.93
62.500;f_11.82;50.43;0.00;5.68
62.500;f_12.88;9.34;0.20;-30.27
62.500;f_10.87;102.33;0.00;4.43
62.500;f_10.83;57.71;0.00;12.15
62.500;f_11.77;15.85;0.00;4.66
62.500;f_11.84;76.60;0.00;5.99
62.500;f_10.84;65.74;0.00;12.23
62.500;f_10.80;35.90;0.00;11.94
62.500;f_11.78;21.60;0.00;5.40
62.500;f_11.87;66.60;0.00;5.84
62.500;f_10.89;104.66;0.00;-56.98
62.500;f_11.80;35.96;0.00;5.54
62.500;f_1.85;29.14;0.00;8.65
62.500;f_3.89;8.62;0.14;8.52
62.500;f_11.89;98.57;0.00;-33.41
62.500;f_10.91;-93.13;0.00;-58.49
62.500;f_11.91;-17.04;0.00;-65.67
62.500;f_12.91;11.23;0.00;-38.85
62.500;f_3.91;5.77;0.00;31.43
62.500;f_10.92;-93.04;0.00;-10.90
62.500;f_11.92;-70.69;0.00;-72.76
62.500;f_12.92;16.22;0.00;-44.76
62.500;f_3.92;-1.72;0.00;73.84
62.600;f_0.0;3.82;-0.04;6.26
62.600;f_3.87;20.63;0.00;2.19
62.600;f_12.85;8.44;0.00;-7.78
62.600;f_12.87;9.18;0.00;-22.11
62.600;f_1.89;45.01;0.00;8.83
62.600;f_1.87;36.99;0.00;8.70
62.600;f_11.88;97.91;0.00;-13.91
62.600;f_10.79;28.72;0.00;11.87
62.600;f_3.88;13.45;0.00;3.34
62.600;f_11.81;43.15;0.00;5.61
62.600;f_11.86;97.03;0.00;-0.71
62.600;f_3.90;5.11;0.00;18.29
62.600;f_10.85;77.76;-0.01;8.93
62.600;f_12.84;-70.86;0.00;4.98
62.600;f_10.90;-33.72;0.00;-72.19
62.600;f_10.75;21.54;0.00;11.80
62.600;f_1.86;14.31;0.00;8.54
62.600;f_10.86;85.29;0.00;12.71
62.600;f_10.82;50.30;0.00;12.08
62.600;f_11.83;57.98;0.00;5.75
62.600;f_1.90;74.34;0.00;12.31
62.600;f_1.88;21.56;0.00;8.61
62.600;f_11.90;38.49;0.00;-64.79
62.600;f_12.90;12.65;-0.17;-30.96
62.600;f_11.85;87.70;0.00;6.28
62.600;f_10.81;43.08;0.00;12.01
62.600;f_10.78;14.45;0.00;66.72
62.600;f_12.89;12.66;0.00;-23.53
62.600;f_11.79;28.78;0.00;5.47
62.600;f_10.88;104.24;0.00;-11.65
62.600;f_12.86;8.97;0.00;-14.93
62.600;f_11.82;50.42;0.00;5.68
62.600;f_12.88;9.34;0.20;-30.27
62.600;f_10.87;102.03;0.00;5.10
62.600;f_10.83;57.69;0.00;12.15
62.600;f_11.77;15.85;0.00;4.66
62.600;f_11.84;76.36;0.00;5.99
62.600;f_10.84;65.65;0.00;12.23
62.600;f_10.80;35.90;0.00;11.94
62.600;f_11.78;21.60;0.00;5.40
62.600;f_11.87;66.47;0.00;5.84
62.600;f_10.89;104.59;0.00;-55.75
62.600;f_11.80;35.96;0.00;5.54
62.600;f_1.85;29.10;0.00;8.65
62.600;f_3.89;8.55;0.13;8.45
62.600;f_11.89;98.55;0.00;-32.63
62.600;f_10.91;-93.01;0.00;-59.34
62.600;f_11.91;-15.59;0.00;-65.55
62.600;f_12.91;11.14;0.00;-38.87
62.600;f_3.91;5.77;0.00;31.01
62.600;f_10.92;-93.04;0.00;-10.94
62.600;f_11.92;-70.65;0.00;-72.76
62.600;f_12.92;16.22;0.00;-44.75
62.600;f_3.92;-1.72;0.00;73.80
62.700;f_0.0;2.94;-0.04;6.19
62.700;f_3.87;20.63;0.00;2.19
62.700;f_12.85;8.44;0.00;-7.78
62.700;f_12.87;9.18;0.00;-22.11
62.700;f_1.89;44.93;0.00;8.82
62.700;f_1.87;36.92;0.00;8.71
62.700;f_11.88;97.90;0.00;-13.40
62.700;f_10.79;28.72;0.00;11.87
62.700;f_3.88;13.45;0.00;3.34
62.700;f_11.81;43.15;0.00;5.61
62.700;f_11.86;96.94;0.00;-0.29
62.700;f_3.90;5.11;0.00;18.29
62.700;f_10.85;76.61;-0.01;8.94
62.700;f_12.84;-72.00;0.00;4.98
62.700;f_10.90;-32.52;0.00;-72.17
62.700;f_10.75;21.54;0.00;11.80
62.700;f_1.86;14.29;0.00;8.54
62.700;f_10.86;85.00;0.00;12.71
62.700;f_10.82;50.30;0.00;12.08
62.700;f_11.83;57.95;0.00;5.75
62.700;f_1.90;74.21;0.00;12.31
62.700;f_1.88;21.56;0.00;8.61
62.700;f_11.90;39.72;0.00;-64.79
62.700;f_12.90;12.65;-0.17;-30.96
62.700;f_11.85;87.35;0.00;6.30
62.700;f_10.81;43.08;0.00;12.01
62.700;f_10.78;14.42;0.00;69.23
62.700;f_12.89;12.66;0.00;-23.53
62.700;f_11.79;28.78;0.00;5.47
62.700;f_10.88;104.21;0.00;-10.83
62.700;f_12.86;8.97;0.00;-14.93
62.700;f_11.82;50.41;0.00;5.68
62.700;f_12.88;9.34;0.20;-30.27
62.700;f_10.87;101.69;0.00;5.74
62.700;f_10.83;57.67;0.00;12.15
62.700;f_11.77;15.85;0.00;4.66
62.700;f_11.84;76.14;0.00;5.98
62.700;f_10.84;65.58;0.00;12.23
62.700;f_10.80;35.90;0.00;11.94
